"","STRING","MEANING","AGE","bin"
"8298","cockeyed","crazy",10.5,"(10,11]"
"8299","cockpit","place for pilot",9.87,"(9,10]"
"8300","cockroach","insect",8.625,"(8,9]"
"8301","cocoon","silky insect case",9.5496696969697,"(9,10]"
"8302","coddle","treat tenderly",11.945,"(11,12]"
"8303","codfish","a food fish",10.355,"(10,11]"
"8304","coffeehouse","kind of cafe",11,"(10,11]"
"8305","coffeeshop","place for refreshments",11,"(10,11]"
"8306","coil","wind around",10.335,"(10,11]"
"8307","coinage","a country's metal money",10.81,"(10,11]"
"8308","coldfront","the edge of the cold air",11,"(10,11]"
"8309","cold-cream","a beauty lotion",11,"(10,11]"
"8310","cold-hearted","unkind",10.36,"(10,11]"
"8311","coldly","unfriendly way",11,"(10,11]"
"8312","collapse","fall down",10.0900515151515,"(10,11]"
"8313","collision","hitting together",10.025,"(10,11]"
"8314","colonel","army officer",10.5774,"(10,11]"
"8315","colonial","one who lives in a colony",9.88,"(9,10]"
"8316","colonialism","rule of subject people",11.66,"(11,12]"
"8317","colonization","settling new land",10.415,"(10,11]"
"8318","colonize","settle a place",10.36,"(10,11]"
"8319","columnist","writes regularly for press",10.925,"(10,11]"
"8320","coma","unconscious state",10.464603030303,"(10,11]"
"8321","comeclean","tell the truth",11,"(10,11]"
"8322","comeforth","come forward",11,"(10,11]"
"8323","comeoutwith","to say openly",11,"(10,11]"
"8324","cometo","to become conscious",11,"(10,11]"
"8325","comeback","great return",10.4,"(10,11]"
"8326","comedienne","a comic actress",11.045,"(11,12]"
"8327","comforter","lightens sorrow",9.805,"(9,10]"
"8328","comical","funny",10.21,"(10,11]"
"8329","commandment","an order",9.29,"(9,10]"
"8330","comment","talk",9.93672323232323,"(9,10]"
"8331","commie","Communist",11.845,"(11,12]"
"8332","commission","payment for sales",12.86,"(12,13]"
"8333","committee","group of persons",10.502325,"(10,11]"
"8334","commodore","naval officer",11.28,"(11,12]"
"8335","common","belonging to all",9.31497757575758,"(9,10]"
"8336","commonly","usually",11,"(10,11]"
"8337","commotion","much movement",10.31,"(10,11]"
"8338","communications","TV, radio, etc.",10.096175,"(10,11]"
"8339","communism","kind of government",11.3615025,"(11,12]"
"8340","communist","believer in communism",11.7216175,"(11,12]"
"8341","companionable","sociable",11.56,"(11,12]"
"8342","comparison","seeing likeness and difference",10.135,"(10,11]"
"8343","compartment","separate division",9.72,"(9,10]"
"8344","competing","contesting",9.33202222222222,"(9,10]"
"8345","competitor","one who tries to outdo another",10.03,"(10,11]"
"8346","completion","finishing",9.78,"(9,10]"
"8347","complexion","skin color",11.21,"(11,12]"
"8348","complicate","make difficult",10.16,"(10,11]"
"8349","complicated","has many parts",9.695,"(9,10]"
"8350","complication","difficulty",10.4718,"(10,11]"
"8351","compliment","praise",9.77035,"(9,10]"
"8352","composite","put together",11.575,"(11,12]"
"8353","composition","what something is made of",10.22,"(10,11]"
"8354","compress","squeeze together",10.6227424242424,"(10,11]"
"8355","compression","squeezing togehter",11.5268,"(11,12]"
"8356","comrade","pal",10.5217,"(10,11]"
"8357","con","a convict",10.3457782258065,"(10,11]"
"8358","conceal","hide",10.6061601010101,"(10,11]"
"8359","concealment","hiding",10.81,"(10,11]"
"8360","concentration","close attention",9.675,"(9,10]"
"8361","concerned","worried",9.895,"(9,10]"
"8362","concerto","musical composition",11.945,"(11,12]"
"8363","conclusion","a final settling",10.4946,"(10,11]"
"8364","conclusive","final",11.39,"(11,12]"
"8365","concussion","head injury",10.9,"(10,11]"
"8366","condemn","declare not safe",11.1131467171717,"(11,12]"
"8367","condemnation","declaring not safe",11.501475,"(11,12]"
"8368","condensedmilk","partly evaporated milk",11,"(10,11]"
"8369","condition","the state of usability",9.885225,"(9,10]"
"8370","conduct","behavior",10.003855959596,"(10,11]"
"8371","confederacy","union of states",11,"(10,11]"
"8372","confederate","a Southerner in the Civil War",10.55,"(10,11]"
"8373","confer","discuss",11.7373666666667,"(11,12]"
"8374","conference","meeting",10.496275,"(10,11]"
"8375","confetti","bits of paper",9.195,"(9,10]"
"8376","confidence","belief in yourself",10.194725,"(10,11]"
"8377","confoundit!","darn it!",11,"(10,11]"
"8378","confusion","mixed-up condition",10.3172,"(10,11]"
"8379","congratulations","wishing joy",9.125,"(9,10]"
"8380","congregate","gather together",10.5047525,"(10,11]"
"8381","congregation","a gathering to worship",10.21,"(10,11]"
"8382","congress","lawmaking body",10.6754580808081,"(10,11]"
"8383","congressman","lawmaker",10.175,"(10,11]"
"8384","conjunction","a joining together",10.335,"(10,11]"
"8385","conkout","to break down",11,"(10,11]"
"8386","connective","joining",11.39,"(11,12]"
"8387","conquer","to overcome",10.1398161616162,"(10,11]"
"8388","conqueror","one who wins",10.66,"(10,11]"
"8389","conscience","sense of right and wrong",10.6142560606061,"(10,11]"
"8390","conscious","awake",10.85,"(10,11]"
"8391","conservation","care of natural resources",11.051675,"(11,12]"
"8392","considerate","thoughtful",9.61,"(9,10]"
"8393","consideration","something to take into account",10.31115,"(10,11]"
"8394","constitutionality","in agreement with law",11.5,"(11,12]"
"8395","construction","putting together",9.962325,"(9,10]"
"8396","contented","satisfied",11,"(10,11]"
"8397","contentment","satisfaction",10.577655,"(10,11]"
"8398","contestant","takes part in game",9.605,"(9,10]"
"8399","continual","goes on and on",10.825,"(10,11]"
"8400","continuation","a keeping on",10.4392,"(10,11]"
"8401","contraction","a shortened form",11.6217,"(11,12]"
"8402","contractor","builder",10.58,"(10,11]"
"8403","contribution","thing given",11.125,"(11,12]"
"8404","contributor","giver",10.915,"(10,11]"
"8405","convention","meeting",11.55,"(11,12]"
"8406","convertible","sport car",9.765,"(9,10]"
"8407","conviction","statement of guilt",10.925,"(10,11]"
"8408","convincing","causing to believe",9.29,"(9,10]"
"8409","cooped-up","shut-in",11,"(10,11]"
"8410","cooperation","help",9.5,"(9,10]"
"8411","cooperative","helpful",9.78,"(9,10]"
"8412","copier","imitator",9.585,"(9,10]"
"8413","copyist","makes reproductions",12.325,"(12,13]"
"8414","core","innermost part",9.20189427083333,"(9,10]"
"8415","corncob","woody part of corn",8.08,"(8,9]"
"8416","corncrib","stores corn",12.135,"(12,13]"
"8417","cornstarch","corn flour",10.235,"(10,11]"
"8418","corny","outmoded or square",9.92,"(9,10]"
"8419","coroner","examines unnatural deaths",11.195,"(11,12]"
"8420","corporal","army rank",11.055,"(11,12]"
"8421","corporation","a business company",10.95595,"(10,11]"
"8422","corps","military group",11.0747375,"(11,12]"
"8423","corpse","dead body",10.4639204301075,"(10,11]"
"8424","corpuscle","blood cell",12.165,"(12,13]"
"8425","corral","to shut in a pen",9.96117272727273,"(9,10]"
"8426","correction","substitute for a mistake",9.85,"(9,10]"
"8427","correspondent","overseas reporter",11.56855,"(11,12]"
"8428","corridor","hall",9.547425,"(9,10]"
"8429","corset","body support",10.9504333333333,"(10,11]"
"8430","cosmetic","beautifier",10.915,"(10,11]"
"8431","costly","expensive",10.105,"(10,11]"
"8432","cottager","lives in small house",11,"(10,11]"
"8433","cottongin","a cottonseed remover",11,"(10,11]"
"8434","cottonwood","tree",12.735,"(12,13]"
"8435","cougar","animal",9.75044035353535,"(9,10]"
"8436","council","lawmaking group",10.4884727272727,"(10,11]"
"8437","councilor","lawmaker",10.44,"(10,11]"
"8438","counselor","gives advice",10.165,"(10,11]"
"8439","counton","put trust in",11,"(10,11]"
"8440","countdown","rocket firing signal",8.63,"(8,9]"
"8441","counterclockwise","left around the clock",11,"(10,11]"
"8442","countess","wife of a count",11.1922606060606,"(11,12]"
"8443","county","part of a state",9.70429343434343,"(9,10]"
"8444","coupling","joining together",11.39,"(11,12]"
"8445","courtesy","kind act",9.36,"(9,10]"
"8446","courthouse","county building",10,"(9,10]"
"8447","court-martial","military court trial",11,"(10,11]"
"8448","coverlet","bedspread",12.875,"(12,13]"
"8449","cowardice","easily made afraid",11.03,"(11,12]"
"8450","cowslip","wild plant",12.715,"(12,13]"
"8451","crabgrass","a lawn-spiling weed grass",11,"(10,11]"
"8452","crackle","snapping noise",9.22784242424242,"(9,10]"
"8453","crackpot","looney, crazy",11.45,"(11,12]"
"8454","craft","boat",8.95472427419355,"(8,9]"
"8455","craftsman","skilled worker",9.9,"(9,10]"
"8456","cram","stuff",10.203814516129,"(10,11]"
"8457","crawfish","lobster-like fish",9.87,"(9,10]"
"8458","crayfish","shellfish",10.175,"(10,11]"
"8459","crazily","insanely",11,"(10,11]"
"8460","creaky","makes squeaky noises",8.945,"(8,9]"
"8461","creamery","a dairy",11.085,"(11,12]"
"8462","creamy","smooth and soft",8.555,"(8,9]"
"8463","creation","all the world",9.395,"(9,10]"
"8464","creator","one who makes things",8.92,"(8,9]"
"8465","crinkle","to make rustling sound",9.75,"(9,10]"
"8466","crisis","hard or dangerous time",10.3145651515152,"(10,11]"
"8467","crisscross","move back and forth",9.165,"(9,10]"
"8468","criticism","faultfinding",10.802725,"(10,11]"
"8469","criticize","find fault",10.355,"(10,11]"
"8470","critter","an animal",8.83425454545455,"(8,9]"
"8471","crocus","a kind of flower",11.095,"(11,12]"
"8472","croprotation","changing crops every season",11,"(10,11]"
"8473","croquet","a game",11.0681575757576,"(11,12]"
"8474","crosshairs","bombsight parts",11,"(10,11]"
"8475","crossbones","pirate flag marking",10.44,"(10,11]"
"8476","cross-examine","to questions carefully",11,"(10,11]"
"8477","crosspiece","placed across",11,"(10,11]"
"8478","crosswise","across",10.875,"(10,11]"
"8479","crouch","bend low",9.631828125,"(9,10]"
"8480","crucifix","cross",10.108875,"(10,11]"
"8481","crucifixion","death on cross",10.1,"(10,11]"
"8482","crucify","torture on cross",9.97,"(9,10]"
"8483","crude","unrefined",10.9560052083333,"(10,11]"
"8484","cruelty","giving pain",9.4034925,"(9,10]"
"8485","cruise","to drive around",9.83834010416667,"(9,10]"
"8486","cruiser","ship",10.63,"(10,11]"
"8487","crusader","conqueror of Holy Land",11.78,"(11,12]"
"8488","crusty","with a tough outside",9.315,"(9,10]"
"8489","crystal","a solid with a regular pattern",9.31955808080808,"(9,10]"
"8490","cube","solid square",9.484788359375,"(9,10]"
"8491","cubic","a solid square",10.8697282828283,"(10,11]"
"8492","cucumber","vegetable",8.36,"(8,9]"
"8493","cuddle","lie close and snug",8.14546621212121,"(8,9]"
"8494","culture","civilization",10.3862188636364,"(10,11]"
"8495","cupid","a lover's helper",11,"(10,11]"
"8496","curable","can be healed",10.85,"(10,11]"
"8497","curd","thick, sour milk",10.67035,"(10,11]"
"8498","curfew","warning bell for youth",10.3625515151515,"(10,11]"
"8499","curious","eager to learn",9.12365,"(9,10]"
"8500","curlicue","a fancy twist or curl",11,"(10,11]"
"8501","current","circulating",9.9092898989899,"(9,10]"
"8502","currentevents","news",11,"(10,11]"
"8503","currycomb","for cleaning horses",11,"(10,11]"
"8504","cursed","put under spell",9.49956989247312,"(9,10]"
"8505","curviest","having most curves",11,"(10,11]"
"8506","cuss","to swear",8.895,"(8,9]"
"8507","custody","kept in prison",10.25,"(10,11]"
"8508","cutin","to interrupt",11,"(10,11]"
"8509","cutie","good-looking girl",7.85,"(7,8]"
"8510","cut-rate","at lowered prices",11,"(10,11]"
"8511","cutthroat","kind of murderer",10.88,"(10,11]"
"8512","cycle","to ride a bike",8.76184914141414,"(8,9]"
"8513","cycling","riding a bike",8.76184914141414,"(8,9]"
"8514","cylinder","roller-shaped",10.315,"(10,11]"
"8515","czar","emperor",11.5055564516129,"(11,12]"
"8516","dab","smear in spots",9.13349609375,"(9,10]"
"8517","dabbed","smeared in spots",9.13349609375,"(9,10]"
"8518","dabble","fool around with",10.5927424242424,"(10,11]"
"8519","dachshund","kind of dog",10.085,"(10,11]"
"8520","dagwood","huge sandwich",11,"(10,11]"
"8521","dairymaid","girl who milks cows",11,"(10,11]"
"8522","dale","valley",11.552125,"(11,12]"
"8523","dalmatian","kind of dog",8.53,"(8,9]"
"8524","damages","money for injuries",9.0721296969697,"(9,10]"
"8525","dammit","a curse",11,"(10,11]"
"8526","daredevil","a reckless person",9.58,"(9,10]"
"8527","darkly","mysteriously",11,"(10,11]"
"8528","darkroom","photo workshop",11.335,"(11,12]"
"8529","datesfrom","goes back to",11,"(10,11]"
"8530","davenport","large sofa",11,"(10,11]"
"8531","daydream","unreal fancies",9.37,"(9,10]"
"8532","daylightsavingtime","the summer time system",11,"(10,11]"
"8533","daze","mixed-up condition",10.1972177419355,"(10,11]"
"8534","dazzle","make very bright",9.58325757575757,"(9,10]"
"8535","dazzling","bright",10.095,"(10,11]"
"8536","deluxe","exceptionally good",11,"(10,11]"
"8537","deadahead","straight ahead",11,"(10,11]"
"8538","deadcenter","right in the middle",11,"(10,11]"
"8539","deadofnight","the middle of the night",11,"(10,11]"
"8540","deaden","lessen feeling",10.845,"(10,11]"
"8541","deadly","can cause death",8.555,"(8,9]"
"8542","deafen","make deaf",9.775,"(9,10]"
"8543","dealer","buys and sells",10.266396969697,"(10,11]"
"8544","dealt","gave out",8.99346052419355,"(8,9]"
"8545","dearly","very much",9.28704,"(9,10]"
"8546","deathbed","last hours of life",10.235,"(10,11]"
"8547","deathlike","like death",11,"(10,11]"
"8548","death'sdoor","about to die",11,"(10,11]"
"8549","debater","one who argues logically",10.975,"(10,11]"
"8550","debt","money owed",10.56200328125,"(10,11]"
"8551","debtor","owes money",11.645,"(11,12]"
"8552","decaffeinate","remove caffeine",11,"(10,11]"
"8553","deceive","lie",10.3257824242424,"(10,11]"
"8554","decimal","a fraction like.60",10.105,"(10,11]"
"8555","declaration","statement",11.2,"(11,12]"
"8556","decode","figure out secret message",10.84,"(10,11]"
"8557","decorative","ornamental",10.55,"(10,11]"
"8558","decorator","plans home furnishings",10.084525,"(10,11]"
"8559","decrease","become less",9.75063606060606,"(9,10]"
"8560","deduct","subtract",10.9322606060606,"(10,11]"
"8561","deduction","the amount subtracted",10.945,"(10,11]"
"8562","deepen","go deeper",9.962915,"(9,10]"
"8563","deep-freeze","food-freezing unit",11,"(10,11]"
"8564","deep-rooted","firmly fixed",11,"(10,11]"
"8565","defenseless","without protection",10.225,"(10,11]"
"8566","defensible","can be protected",10.9,"(10,11]"
"8567","define","explain the meaning of",10.0493817171717,"(10,11]"
"8568","definition","meaning",10.378575,"(10,11]"
"8569","deflate","let air out",9.89,"(9,10]"
"8570","deformed","shaped badly",9.325,"(9,10]"
"8571","defroster","thaws out",10.785,"(10,11]"
"8572","degrade","to make lower",10.9961393939394,"(10,11]"
"8573","degree","measure of heat",10.3979353535354,"(10,11]"
"8574","delegate","appoint",11.805,"(11,12]"
"8575","delegation","representatives",11.818975,"(11,12]"
"8576","deliberate","done on purpose",11.0788025,"(11,12]"
"8577","deliberately","on purpose",11,"(10,11]"
"8578","delinquent","failing in duty",11,"(10,11]"
"8579","delta","mouth of river",10.99715,"(10,11]"
"8580","demagnetize","to remove magnetism",11.78,"(11,12]"
"8581","demand","to need, require",9.46122722222222,"(9,10]"
"8582","democracy","a voted-in government",10.96406,"(10,11]"
"8583","democratic","a political party",10.61,"(10,11]"
"8584","demolish","destroy",10.0713625,"(10,11]"
"8585","demon","cruel, wicked person",9.37876060606061,"(9,10]"
"8586","demonstration","an emotional meeting",10.52035,"(10,11]"
"8587","demonstrator","shows how",10.15,"(10,11]"
"8588","denominator","lower number in fractions",11.085,"(11,12]"
"8589","dent","small hollow",9.123564765625,"(9,10]"
"8590","dental","of teeth",9.15511818181818,"(9,10]"
"8591","dentistry","tooth care",9.83326,"(9,10]"
"8592","deny","say is false",9.373175,"(9,10]"
"8593","deodorant","destroys bad smells",9.915,"(9,10]"
"8594","deodorize","remove bad smell",11.24,"(11,12]"
"8595","depart","to go away",9.8917446969697,"(9,10]"
"8596","departure","leaving",10.39,"(10,11]"
"8597","dependency","leaning on others",11,"(10,11]"
"8598","depositor","puts money in bank",12.325,"(12,13]"
"8599","deposits","where minerals are",10.046675,"(10,11]"
"8600","depot","railroad station",10.4390878787879,"(10,11]"
"8601","depress","made sad",10.5788636363636,"(10,11]"
"8602","depth","deepness",9.86738510752688,"(9,10]"
"8603","derail","run off rails",10.835,"(10,11]"
"8604","derrick","frame for an oil well",11,"(10,11]"
"8605","descriptive","pictured in words",9.47,"(9,10]"
"8606","deserter","runs away from duty",10.88,"(10,11]"
"8607","desertion","running away",11.665,"(11,12]"
"8608","deserving","worthy",9.335,"(9,10]"
"8609","designer","creates originals",10.140385,"(10,11]"
"8610","desirable","worth having",11,"(10,11]"
"8611","despair","loss of hope",10.2275515909091,"(10,11]"
"8612","despise","hate",10.7561214393939,"(10,11]"
"8613","destination","end of journey",9.78,"(9,10]"
"8614","destructible","can be destroyed",10.605,"(10,11]"
"8615","destruction","ruin",9.855325,"(9,10]"
"8616","detachable","can be removed",10.47,"(10,11]"
"8617","detached","separated",11,"(10,11]"
"8618","detain","hold back",11.2720363636364,"(11,12]"
"8619","detection","finding out",10.665,"(10,11]"
"8620","detector","used to find out",10.21,"(10,11]"
"8621","determination","great firmness",10.0387475,"(10,11]"
"8622","developer","photo chemical",10.64,"(10,11]"
"8623","development","growth",10.041675,"(10,11]"
"8624","devilish","wicked",9.86,"(9,10]"
"8625","devilment","mischief",11,"(10,11]"
"8626","devoted","dedicated",10.275,"(10,11]"
"8627","devotion","deep affection",11.39,"(11,12]"
"8628","dewberry","a kind of blackberry",12.335,"(12,13]"
"8629","diagonal","slanting",9.5,"(9,10]"
"8630","diameter","length across a circle",10.72,"(10,11]"
"8631","diary","daily record",9.36,"(9,10]"
"8632","dickens","expression of surprise",11,"(10,11]"
"8633","dictation","reading while another writes",10.96365,"(10,11]"
"8634","dictator","all-powerful ruler",10.8,"(10,11]"
"8635","dictatorship","rule by absolute power",11.2873075,"(11,12]"
"8636","dieaway","lose strength gradually",11,"(10,11]"
"8637","diesel","special type engine",10.836396969697,"(10,11]"
"8638","dietitian","meal supervisor",11.675,"(11,12]"
"8639","differ","be unlike",9.99443702020202,"(9,10]"
"8640","digestible","easily taken into body",10.235,"(10,11]"
"8641","digestion","body use of food",10.63,"(10,11]"
"8642","digestive","aids body use of food",10.72,"(10,11]"
"8643","dignified","important looking",10.945,"(10,11]"
"8644","dignity","self-respect",10.46345,"(10,11]"
"8645","dill","used for pickling",9.89443548387097,"(9,10]"
"8646","dimestore","a five-and-ten",11,"(10,11]"
"8647","dimwit","a stupid person",10.345,"(10,11]"
"8648","dingy","dirty-looking",9.825,"(9,10]"
"8649","dinky","small and unimportant",9.73758484848485,"(9,10]"
"8650","dinnerware","serving dishes",9.95,"(9,10]"
"8651","dioxide","chemical compound",11.2,"(11,12]"
"8652","diphtheria","disease",13.575,"(13,14]"
"8653","diploma","certificate",10.165,"(10,11]"
"8654","direct","to control or manage",9.96811868686869,"(9,10]"
"8655","directory","book of names, addresses",10.285,"(10,11]"
"8656","disadvantage","an unfavorable condition",10.695,"(10,11]"
"8657","disagreeable","unpleasant",9.72,"(9,10]"
"8658","disapproval","opposition",9.945,"(9,10]"
"8659","disarmament","to give up weapons",12.155,"(12,13]"
"8660","disassemble","to take apart",10.395,"(10,11]"
"8661","disastrous","very unfortunate",10,"(9,10]"
"8662","disbelief","lack of faith",10.84,"(10,11]"
"8663","disc","a circular object",10.214075,"(10,11]"
"8664","discharge","dismiss",10.795975,"(10,11]"
"8665","disciple","follower",9.58,"(9,10]"
"8666","discipline","punish",9.6397825,"(9,10]"
"8667","discontent","lack of satisfaction",11.43,"(11,12]"
"8668","discontented","not satisfied",11.16,"(11,12]"
"8669","discontinue","stop",11.315,"(11,12]"
"8670","discount","lower price",10.1523272727273,"(10,11]"
"8671","discourage","destroy hopes",10.16,"(10,11]"
"8672","discouragement","loss of hope",10.61,"(10,11]"
"8673","diseased","has a sickness",10.445,"(10,11]"
"8674","disfavor","disapproval",12.47,"(12,13]"
"8675","disguise","clothes which hide what you are",9.835,"(9,10]"
"8676","disgust","strong dislike",9.82867116161616,"(9,10]"
"8677","disgusted","put out with",9.4,"(9,10]"
"8678","dishonesty","lying",9.350975,"(9,10]"
"8679","dishonorable","shameful",10.735,"(10,11]"
"8680","disinfect","destroy germs",10.815,"(10,11]"
"8681","disinfectant","germ destroying",10.332925,"(10,11]"
"8682","disinterested","unconcerned",11.7,"(11,12]"
"8683","disk","round, flat object",9.235,"(9,10]"
"8684","diskjockey","announces records",11,"(10,11]"
"8685","dislocate","to put out of place",10.975,"(10,11]"
"8686","dislocated","out of joint",10.975,"(10,11]"
"8687","disloyalty","unfaithfulness",10.975,"(10,11]"
"8688","disorderly","untidy",10.315,"(10,11]"
"8689","disorganize","throw out of order",10.945,"(10,11]"
"8690","displace","to move from original position",11.05,"(11,12]"
"8691","displacement","putting out of place",11.825,"(11,12]"
"8692","display","a showing",9.62865625,"(9,10]"
"8693","displeasure","anger",9.975,"(9,10]"
"8694","disposable","can be thrown away",10.555,"(10,11]"
"8695","disposal","getting rid of",10.875,"(10,11]"
"8696","dispose","get rid of",10.1740303030303,"(10,11]"
"8697","disposer","a rubbish container",11.56,"(11,12]"
"8698","disproportion","lack of balance",11,"(10,11]"
"8699","dispute","to fight over",10.9950252525253,"(10,11]"
"8700","disregard","to pay no attention to",10.8261875,"(10,11]"
"8701","disrespect","no courtesy",9.89,"(9,10]"
"8702","disrespectful","not polite",9.03,"(9,10]"
"8703","dissimilar","unlike",11.65,"(11,12]"
"8704","distraction","drawing attention away",10.29,"(10,11]"
"8705","distribute","to spread around",10.66,"(10,11]"
"8706","distribution","a giving out",11,"(10,11]"
"8707","district","a certain section",10.5281909090909,"(10,11]"
"8708","distrustful","hasn't faith",11.31,"(11,12]"
"8709","disturb","to put into disorder",9.61072202020202,"(9,10]"
"8710","disturbance","trouble",10.165,"(10,11]"
"8711","dividend","share of money",11.54,"(11,12]"
"8712","divider","separator",10.36,"(10,11]"
"8713","divine","related to God",10.6206909090909,"(10,11]"
"8714","divisor","number which divides",11,"(10,11]"
"8715","divorcee","divorced woman",11.315,"(11,12]"
"8716","doawaywith","to put an end to",11,"(10,11]"
"8717","doup","to wrap or tie",11,"(10,11]"
"8718","dowellby","to do good for",11,"(10,11]"
"8719","dockyard","shipbuilding place",11.5,"(11,12]"
"8720","doe","female deer",9.52099609375,"(9,10]"
"8721","dogdom","the world of dogs",11,"(10,11]"
"8722","doggybag","carries leftovers home",11,"(10,11]"
"8723","doghouse","in disgrace",8.87,"(8,9]"
"8724","dogie","motherless calf",11,"(10,11]"
"8725","dog-tired","worn out",11,"(10,11]"
"8726","dogwood","flowering tree",11.19,"(11,12]"
"8727","doily","fancy table mat",11,"(10,11]"
"8728","dome","round roof",9.60511302083333,"(9,10]"
"8729","domino","a game",8.585,"(8,9]"
"8730","dominoes","game",8.585,"(8,9]"
"8731","donation","a gift",10.165,"(10,11]"
"8732","donator","contributor",11,"(10,11]"
"8733","doomsday","the end of the world",11.055,"(11,12]"
"8734","dormitory","where several sleep",10.60885,"(10,11]"
"8735","dosage","amount of medicine",10.3156575757576,"(10,11]"
"8736","dose","to give medicine",9.89646875,"(9,10]"
"8737","doubleup","to bend in pain",11,"(10,11]"
"8738","double-bagger","two-base hit",11,"(10,11]"
"8739","double-barreled","has two barrels",11,"(10,11]"
"8740","double-cross","to betray",11,"(10,11]"
"8741","double-decker","large sandwich",11,"(10,11]"
"8742","double-header","two games in a row",11,"(10,11]"
"8743","doubletalk","meaningless speech",11,"(10,11]"
"8744","double-team","two players guarding one",11,"(10,11]"
"8745","doubly","twice as much",11,"(10,11]"
"8746","doubtless","without doubt",11,"(10,11]"
"8747","downpayment","money first paid on time purchase",11,"(10,11]"
"8748","downfall","sudden fall",11.235,"(11,12]"
"8749","draf","furnace air control",11,"(10,11]"
"8750","draftee","man called into army",11.11,"(11,12]"
"8751","dragline","a rope for pulling",11,"(10,11]"
"8752","dragnet","police trap",11.725,"(11,12]"
"8753","drainer","draws off fluid",9,"(8,9]"
"8754","drama","exciting events",9.46303333333333,"(9,10]"
"8755","dramatic","exciting",9.86,"(9,10]"
"8756","dramatics","acting",9.835,"(9,10]"
"8757","dramatist","writes plays",11.445,"(11,12]"
"8758","dramatization","making into a play",10.37,"(10,11]"
"8759","dramatize","act out",11.195,"(11,12]"
"8760","draperies","cloth hangings",11.5,"(11,12]"
"8761","drat!","darn!",11,"(10,11]"
"8762","dreadful","awful",8.89,"(8,9]"
"8763","dreamland","make-believe land",9.145,"(9,10]"
"8764","dreamt","dreamed",8.094172265625,"(8,9]"
"8765","dresssuit","man's evening clothes",11,"(10,11]"
"8766","dresser","bedroom chest",8.60970252525252,"(8,9]"
"8767","dribble","flow in drops",8.95739393939394,"(8,9]"
"8768","drifter","doesn't stay put",10.9058818181818,"(10,11]"
"8769","driftwood","wood washed ashore",10.265,"(10,11]"
"8770","drool","drip spit",8.43563306451613,"(8,9]"
"8771","droop","hand down",10.3568203125,"(10,11]"
"8772","dropin","make informal visit",11,"(10,11]"
"8773","dropoff","to fall asleep",11,"(10,11]"
"8774","dropper","for giving medicine",9.78,"(9,10]"
"8775","droppings","the waste products of animals",11,"(10,11]"
"8776","drops","liquid medicine",7.692718125,"(7,8]"
"8777","drouth","dry weather period",11,"(10,11]"
"8778","drowse","be sleepy",11.0597375,"(11,12]"
"8779","drowsiness","sleepiness",10.25,"(10,11]"
"8780","drydock","for ship repairs",11,"(10,11]"
"8781","dryup","to stop talking",11,"(10,11]"
"8782","dryly","with little moisture",11,"(10,11]"
"8783","duchess","a female ruler",10.425,"(10,11]"
"8784","due","at certain time",9.37155078125,"(9,10]"
"8785","duet","two voices",9.928525,"(9,10]"
"8786","duke","nobleman",9.72106666666667,"(9,10]"
"8787","dukes","fists",9.72106666666667,"(9,10]"
"8788","dullness","not being clear",9.702825,"(9,10]"
"8789","dumbbells","exercise weights",9.28,"(9,10]"
"8790","dumbhead","stupid person",11,"(10,11]"
"8791","dunce","dull person",10.32487109375,"(10,11]"
"8792","dunderhead","stupid, foolish person",11.455,"(11,12]"
"8793","dungarees","overalls",11.735,"(11,12]"
"8794","dunk","dip in liquid",8.9385,"(8,9]"
"8795","duplication","making copies",11.555,"(11,12]"
"8796","duplicator","a copying machine",10.34,"(10,11]"
"8797","duskiness","darkness of color",11,"(10,11]"
"8798","duster","used for dusting",9.202925,"(9,10]"
"8799","dutiful","obedient",10.92,"(10,11]"
"8800","dwarf","a tiny person",8.90806666666667,"(8,9]"
"8801","dwarves","small-sized people",8.90806666666667,"(8,9]"
"8802","dweller","lives in",10.42,"(10,11]"
"8803","dwelling","house",9.9624,"(9,10]"
"8804","eagerness","keen desire",10.97,"(10,11]"
"8805","eaglet","young eagle",11,"(10,11]"
"8806","earnest","serious",10.8581575757576,"(10,11]"
"8807","earphone","for private listening",10.225,"(10,11]"
"8808","earthly","of this world",10.19,"(10,11]"
"8809","easterly","from or towards the east",12.125,"(12,13]"
"8810","eavesdrop","listen on the sly",9.93,"(9,10]"
"8811","economics","science of wealth",11.65,"(11,12]"
"8812","economize","save",12.775,"(12,13]"
"8813","edgy","irritable",10.11,"(10,11]"
"8814","editor","corrects writing",10.6475675,"(10,11]"
"8815","educational","dealing with learning",9.63,"(9,10]"
"8816","educator","teacher",10.30045,"(10,11]"
"8817","e'en","even",11,"(10,11]"
"8818","e'er","ever",11,"(10,11]"
"8819","effective","getting results",10.915,"(10,11]"
"8820","eggplant","vegetable-like fruit",9.65,"(9,10]"
"8821","eh?","questioning sound",11,"(10,11]"
"8822","elbowroom","room to move",11,"(10,11]"
"8823","elderly","old",9.585,"(9,10]"
"8824","eldest","first-born",7.57747688172043,"(7,8]"
"8825","elector","voter",11,"(10,11]"
"8826","electrocute","to kill by electricity",9.97,"(9,10]"
"8827","electron","part of atom",11.7,"(11,12]"
"8828","element","basic ingredient",10.75,"(10,11]"
"8829","elevate","lift up",10.055,"(10,11]"
"8830","elevation","high place",10.475,"(10,11]"
